,1,2,3,4,5,6,7,8,9,10
96,2.65,3,3.16,3.25,4.4,0,1,0,0,1
97,2.65,3,3.15,3.25,4.43,0,1,0,0,1
98,2.65,3,3.15,3.28,4.4,0,1,0,0,1
99,2.65,3,3.17,3.25,4.4,0,1,0,0,1
100,2.65,3,3.15,3.28,4.4,0,1,0,0,1
101,2.65,3,3.15,3.25,4.42,0,1,0,0,1
102,4.5,4,3,4.5,3.75,1,1,0,1,0
103,4.5,4,3,4.52,3.75,1,1,0,1,0
104,4.5,4.01,3,4.5,3.75,1,1,0,1,0
105,4.5,4,3,4.51,3.75,1,1,0,1,0
106,4.5,4,3,4.5,3.76,1,1,0,1,0
107,4.5,4,3,4.5,3.8,1,1,0,1,0
108,4.54,4,3,4.5,3.75,1,1,0,1,0
109,4.5,4,3,4.51,3.75,1,1,0,1,0
110,4.5,4,3,4.5,3.78,1,1,0,1,0
111,4.5,4.05,3,4.5,3.75,1,1,0,1,0
112,4.5,4,3,4.5,3.79,1,1,0,1,0
113,4.5,4.02,3,4.5,3.75,1,1,0,1,0
114,4.5,4,3,4.55,3.75,1,1,0,1,0
115,4.5,4,3.01,4.5,3.75,1,1,0,1,0
116,4.5,4,3,4.55,3.75,1,1,0,1,0
117,4.5,4,3,4.52,3.75,1,1,0,1,0
118,4.5,4.04,3,4.5,3.75,1,1,0,1,0
119,4.5,4,3,4.5,3.76,1,1,0,1,0
120,4.5,4,3,4.5,3.76,1,1,0,1,0
121,4.52,4,3,4.5,3.75,1,1,0,1,0
122,4.5,4,3,4.5,3.77,1,1,0,1,0
123,4.5,4.04,3,4.5,3.75,1,1,0,1,0
124,4.51,4,3,4.5,3.75,1,1,0,1,0
125,4.5,4,3,4.5,3.79,1,1,0,1,0
126,4.53,4,3,4.5,3.75,1,1,0,1,0
127,4.5,4,3,4.51,3.75,1,1,0,1,0
128,4.5,4,3.02,4.5,3.75,1,1,0,1,0
129,4.5,4.03,3,4.5,3.75,1,1,0,1,0
130,4.5,4,3,4.51,3.75,1,1,0,1,0
131,4.5,4.03,3,4.5,3.75,1,1,0,1,0
132,4.5,4,3.04,4.5,3.75,1,1,0,1,0
133,4.5,4,3,4.5,3.78,1,1,0,1,0
134,4.55,4,3,4.5,3.75,1,1,0,1,0
135,4.53,4,3,4.5,3.75,1,1,0,1,0
136,4.5,4.02,3,4.5,3.75,1,1,0,1,0
137,4.54,4,3,4.5,3.75,1,1,0,1,0
138,4.5,4,3,4.52,3.75,1,1,0,1,0
139,4.5,4,3.04,4.5,3.75,1,1,0,1,0
140,4.5,4,3,4.54,3.75,1,1,0,1,0
141,4.51,4,3,4.5,3.75,1,1,0,1,0
142,4.5,4.05,3,4.5,3.75,1,1,0,1,0
143,4.51,4,3,4.5,3.75,1,1,0,1,0
144,4.5,4,3,4.53,3.75,1,1,0,1,0
145,4.5,4.05,3,4.5,3.75,1,1,0,1,0
146,4.52,4,3,4.5,3.75,1,1,0,1,0
147,4.5,4,3,4.5,3.78,1,1,0,1,0
148,4.5,4,3,4.5,3.76,1,1,0,1,0
149,4.5,4,3,4.53,3.75,1,1,0,1,0
150,4.5,4,3,4.5,3.8,1,1,0,1,0
151,4.51,4,3,4.5,3.75,1,1,0,1,0
152,4.53,4,3,4.5,3.75,1,1,0,1,0
153,4.5,4,3.05,4.5,3.75,1,1,0,1,0
154,4.5,4.03,3,4.5,3.75,1,1,0,1,0
155,4.5,4,3,4.5,3.76,1,1,0,1,0
156,4.5,4,3,4.54,3.75,1,1,0,1,0
157,4.51,4,3,4.5,3.75,1,1,0,1,0
158,4.5,4,3,4.55,3.75,1,1,0,1,0
159,4.55,4,3,4.5,3.75,1,1,0,1,0
160,4.5,4,3,4.53,3.75,1,1,0,1,0
161,4.53,4,3,4.5,3.75,1,1,0,1,0
162,4.51,4,3,4.5,3.75,1,1,0,1,0
163,4.5,4.01,3,4.5,3.75,1,1,0,1,0
164,4.5,4,3.01,4.5,3.75,1,1,0,1,0
165,4.51,4,3,4.5,3.75,1,1,0,1,0
166,4.5,4,3,4.55,3.75,1,1,0,1,0
167,4.5,4,3.04,4.5,3.75,1,1,0,1,0
168,4.5,4.04,3,4.5,3.75,1,1,0,1,0
169,4.5,4,3.03,4.5,3.75,1,1,0,1,0
170,4.51,4,3,4.5,3.75,1,1,0,1,0
171,4.3,2.15,3.6,3.3,4.1,1,0,1,0,1
172,4.3,2.15,3.6,3.3,4.15,1,0,1,0,1
173,4.31,2.15,3.6,3.3,4.1,1,0,1,0,1
174,4.3,2.15,3.61,3.3,4.1,1,0,1,0,1
175,4.3,2.15,3.65,3.3,4.1,1,0,1,0,1
176,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
177,4.31,2.15,3.6,3.3,4.1,1,0,1,0,1
178,4.35,2.15,3.6,3.3,4.1,1,0,1,0,1
179,4.3,2.15,3.6,3.33,4.1,1,0,1,0,1
180,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
181,4.3,2.15,3.64,3.3,4.1,1,0,1,0,1
182,4.33,2.15,3.6,3.3,4.1,1,0,1,0,1
183,4.31,2.15,3.6,3.3,4.1,1,0,1,0,1
184,4.3,2.15,3.6,3.32,4.1,1,0,1,0,1
185,4.3,2.19,3.6,3.3,4.1,1,0,1,0,1
186,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
187,4.3,2.15,3.6,3.34,4.1,1,0,1,0,1
188,4.3,2.15,3.64,3.3,4.1,1,0,1,0,1
189,4.31,2.15,3.6,3.3,4.1,1,0,1,0,1
190,4.3,2.15,3.65,3.3,4.1,1,0,1,0,1
191,4.34,2.15,3.6,3.3,4.1,1,0,1,0,1
192,4.3,2.15,3.6,3.3,4.14,1,0,1,0,1
193,4.33,2.15,3.6,3.3,4.1,1,0,1,0,1
194,4.31,2.15,3.6,3.3,4.1,1,0,1,0,1
195,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
196,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
197,4.3,2.15,3.6,3.3,4.12,1,0,1,0,1
198,4.3,2.15,3.6,3.34,4.1,1,0,1,0,1
199,4.3,2.15,3.62,3.3,4.1,1,0,1,0,1
200,4.34,2.15,3.6,3.3,4.1,1,0,1,0,1
201,4.3,2.18,3.6,3.3,4.1,1,0,1,0,1
202,4.3,2.15,3.6,3.3,4.14,1,0,1,0,1
203,4.3,2.15,3.63,3.3,4.1,1,0,1,0,1
204,4.34,2.15,3.6,3.3,4.1,1,0,1,0,1
205,4.35,2.15,3.6,3.3,4.1,1,0,1,0,1
206,4.3,2.15,3.62,3.3,4.1,1,0,1,0,1
207,4.3,2.2,3.6,3.3,4.1,1,0,1,0,1
208,4.3,2.15,3.6,3.3,4.12,1,0,1,0,1
209,4.3,2.15,3.63,3.3,4.1,1,0,1,0,1
210,4.34,2.15,3.6,3.3,4.1,1,0,1,0,1
211,4.3,2.15,3.6,3.3,4.15,1,0,1,0,1
212,4.35,2.15,3.6,3.3,4.1,1,0,1,0,1
213,4.3,2.15,3.6,3.33,4.1,1,0,1,0,1
214,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
215,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
216,4.32,2.15,3.6,3.3,4.1,1,0,1,0,1
217,4.3,2.2,3.6,3.3,4.1,1,0,1,0,1
218,4.3,2.2,3.6,3.3,4.1,1,0,1,0,1
219,4.3,2.15,3.6,3.3,4.12,1,0,1,0,1
220,4.32,2.15,3.6,3.3,4.1,1,0,1,0,1
221,4.3,2.15,3.6,3.32,4.1,1,0,1,0,1
222,4.3,2.15,3.6,3.3,4.15,1,0,1,0,1
223,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
224,4.3,2.15,3.6,3.3,4.13,1,0,1,0,1
225,4.3,2.15,3.6,3.33,4.1,1,0,1,0,1
226,4.3,2.15,3.6,3.33,4.1,1,0,1,0,1
227,4.34,2.15,3.6,3.3,4.1,1,0,1,0,1
228,4.3,2.18,3.6,3.3,4.1,1,0,1,0,1
229,4.3,2.19,3.6,3.3,4.1,1,0,1,0,1
230,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
231,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
232,4.3,2.2,3.6,3.3,4.1,1,0,1,0,1
233,4.3,2.15,3.6,3.35,4.1,1,0,1,0,1
234,4.3,2.15,3.6,3.31,4.1,1,0,1,0,1
235,4.3,2.15,3.6,3.32,4.1,1,0,1,0,1
236,4.65,3.2,3.05,3.65,4.75,1,1,0,1,1
237,4.65,3.24,3.05,3.65,4.75,1,1,0,1,1
238,4.65,3.2,3.05,3.66,4.75,1,1,0,1,1
239,4.65,3.2,3.05,3.69,4.75,1,1,0,1,1
240,4.65,3.2,3.08,3.65,4.75,1,1,0,1,1
241,4.65,3.2,3.05,3.65,4.76,1,1,0,1,1
242,4.65,3.2,3.05,3.68,4.75,1,1,0,1,1
243,4.65,3.22,3.05,3.65,4.75,1,1,0,1,1
244,4.69,3.2,3.05,3.65,4.75,1,1,0,1,1
245,4.65,3.2,3.05,3.65,4.79,1,1,0,1,1
246,3.7,2.9,3.4,3.35,4.05,1,1,0,0,1
247,3.7,2.9,3.4,3.35,4.1,1,1,0,0,1
248,3.7,2.92,3.4,3.35,4.05,1,1,0,0,1
249,3.7,2.94,3.4,3.35,4.05,1,1,0,0,1
250,3.7,2.9,3.4,3.35,4.09,1,1,0,0,1
251,3.7,2.91,3.4,3.35,4.05,1,1,0,0,1
252,3.73,2.9,3.4,3.35,4.05,1,1,0,0,1
253,3.7,2.9,3.4,3.37,4.05,1,1,0,0,1
254,3.7,2.9,3.4,3.35,4.07,1,1,0,0,1
255,3.7,2.9,3.45,3.35,4.05,1,1,0,0,1
256,3.7,2.9,3.4,3.35,4.07,1,1,0,0,1
257,3.7,2.9,3.4,3.35,4.06,1,1,0,0,1
258,3.7,2.95,3.4,3.35,4.05,1,1,0,0,1
259,3.7,2.9,3.4,3.35,4.09,1,1,0,0,1
260,3.7,2.92,3.4,3.35,4.05,1,1,0,0,1
261,3.7,2.9,3.41,3.35,4.05,1,1,0,0,1
262,3.73,2.9,3.4,3.35,4.05,1,1,0,0,1
263,3.7,2.9,3.41,3.35,4.05,1,1,0,0,1
264,3.7,2.93,3.4,3.35,4.05,1,1,0,0,1
265,3.7,2.9,3.4,3.38,4.05,1,1,0,0,1
266,3.7,2.9,3.4,3.35,4.09,1,1,0,0,1
267,3.7,2.91,3.4,3.35,4.05,1,1,0,0,1
268,3.75,2.9,3.4,3.35,4.05,1,1,0,0,1
269,3.7,2.93,3.4,3.35,4.05,1,1,0,0,1
270,3.7,2.9,3.4,3.35,4.1,1,1,0,0,1
271,3.7,2.9,3.42,3.35,4.05,1,1,0,0,1
272,3.7,2.92,3.4,3.35,4.05,1,1,0,0,1
273,3.7,2.91,3.4,3.35,4.05,1,1,0,0,1
274,3.7,2.95,3.4,3.35,4.05,1,1,0,0,1
275,3.7,2.9,3.4,3.35,4.08,1,1,0,0,1
276,3.7,2.9,3.4,3.35,4.09,1,1,0,0,1
277,3.74,2.9,3.4,3.35,4.05,1,1,0,0,1
278,3.7,2.9,3.4,3.38,4.05,1,1,0,0,1
279,3.7,2.9,3.4,3.35,4.08,1,1,0,0,1
280,3.71,2.9,3.4,3.35,4.05,1,1,0,0,1
281,3.74,2.9,3.4,3.35,4.05,1,1,0,0,1
282,3.7,2.9,3.4,3.35,4.09,1,1,0,0,1
283,3.7,2.9,3.4,3.35,4.07,1,1,0,0,1
284,3.73,2.9,3.4,3.35,4.05,1,1,0,0,1
285,3.72,2.9,3.4,3.35,4.05,1,1,0,0,1
286,3.45,2.85,2.8,2.7,4.15,0,1,0,0,1
287,3.5,2.85,2.8,2.7,4.15,0,1,0,0,1
288,3.45,2.85,2.8,2.7,4.18,0,1,0,0,1
289,3.45,2.85,2.8,2.7,4.2,0,1,0,0,1
290,3.48,2.85,2.8,2.7,4.15,0,1,0,0,1
291,3.45,2.85,2.8,2.74,4.15,0,1,0,0,1
292,3.45,2.85,2.8,2.71,4.15,0,1,0,0,1
293,3.45,2.85,2.83,2.7,4.15,0,1,0,0,1
294,3.45,2.89,2.8,2.7,4.15,0,1,0,0,1
295,3.45,2.85,2.8,2.7,4.16,0,1,0,0,1
296,3.45,2.85,2.82,2.7,4.15,0,1,0,0,1
297,3.45,2.85,2.8,2.7,4.17,0,1,0,0,1
298,3.45,2.85,2.8,2.7,4.19,0,1,0,0,1
299,3.45,2.87,2.8,2.7,4.15,0,1,0,0,1
300,3.45,2.85,2.81,2.7,4.15,0,1,0,0,1
301,3.48,2.85,2.8,2.7,4.15,0,1,0,0,1
302,3.45,2.85,2.8,2.74,4.15,0,1,0,0,1
303,3.45,2.89,2.8,2.7,4.15,0,1,0,0,1
304,3.45,2.85,2.85,2.7,4.15,0,1,0,0,1
305,3.45,2.85,2.83,2.7,4.15,0,1,0,0,1
306,3.49,2.85,2.8,2.7,4.15,0,1,0,0,1
307,3.45,2.89,2.8,2.7,4.15,0,1,0,0,1
308,3.45,2.85,2.85,2.7,4.15,0,1,0,0,1
309,3.45,2.85,2.8,2.73,4.15,0,1,0,0,1
310,3.45,2.85,2.8,2.72,4.15,0,1,0,0,1
311,3.45,2.88,2.8,2.7,4.15,0,1,0,0,1
312,3.45,2.9,2.8,2.7,4.15,0,1,0,0,1
313,3.45,2.85,2.8,2.7,4.16,0,1,0,0,1
314,3.45,2.9,2.8,2.7,4.15,0,1,0,0,1
315,3.45,2.85,2.84,2.7,4.15,0,1,0,0,1
316,3.45,2.85,2.85,2.7,4.15,0,1,0,0,1
317,3.46,2.85,2.8,2.7,4.15,0,1,0,0,1
318,3.45,2.85,2.8,2.7,4.17,0,1,0,0,1
319,3.47,2.85,2.8,2.7,4.15,0,1,0,0,1
320,3.45,2.89,2.8,2.7,4.15,0,1,0,0,1
321,3.45,2.85,2.8,2.73,4.15,0,1,0,0,1
322,3.47,2.85,2.8,2.7,4.15,0,1,0,0,1
323,3.45,2.85,2.8,2.7,4.16,0,1,0,0,1
324,3.45,2.85,2.8,2.7,4.16,0,1,0,0,1
325,3.45,2.85,2.8,2.71,4.15,0,1,0,0,1
326,3.45,2.85,2.83,2.7,4.15,0,1,0,0,1
327,3.48,2.85,2.8,2.7,4.15,0,1,0,0,1
328,3.45,2.85,2.8,2.73,4.15,0,1,0,0,1
329,3.45,2.85,2.8,2.75,4.15,0,1,0,0,1
330,3.45,2.85,2.8,2.74,4.15,0,1,0,0,1
331,3.45,2.85,2.8,2.7,4.2,0,1,0,0,1
332,3.45,2.85,2.84,2.7,4.15,0,1,0,0,1
333,3.45,2.85,2.8,2.7,4.17,0,1,0,0,1
334,3.48,2.85,2.8,2.7,4.15,0,1,0,0,1
335,3.45,2.85,2.8,2.71,4.15,0,1,0,0,1
336,3.45,2.89,2.8,2.7,4.15,0,1,0,0,1
337,3.45,2.85,2.8,2.74,4.15,0,1,0,0,1
338,3.46,2.85,2.8,2.7,4.15,0,1,0,0,1
339,3.45,2.85,2.82,2.7,4.15,0,1,0,0,1
340,3.45,2.87,2.8,2.7,4.15,0,1,0,0,1
341,3.45,2.85,2.81,2.7,4.15,0,1,0,0,1
342,3.45,2.85,2.8,2.73,4.15,0,1,0,0,1
343,3.45,2.85,2.82,2.7,4.15,0,1,0,0,1
344,3.45,2.85,2.83,2.7,4.15,0,1,0,0,1
345,3.45,2.85,2.8,2.71,4.15,0,1,0,0,1
346,3.45,2.85,2.8,2.75,4.15,0,1,0,0,1
347,3.45,2.85,2.8,2.7,4.19,0,1,0,0,1
348,3.49,2.85,2.8,2.7,4.15,0,1,0,0,1
349,3.49,2.85,2.8,2.7,4.15,0,1,0,0,1
350,3.45,2.85,2.84,2.7,4.15,0,1,0,0,1
351,3.45,2.85,2.8,2.7,4.16,0,1,0,0,1
352,3.45,2.9,2.8,2.7,4.15,0,1,0,0,1
353,3.45,2.85,2.8,2.7,4.17,0,1,0,0,1
354,3.45,2.85,2.8,2.7,4.18,0,1,0,0,1
355,3.45,2.85,2.83,2.7,4.15,0,1,0,0,1
356,3.45,2.85,2.8,2.72,4.15,0,1,0,0,1
357,3.45,2.9,2.8,2.7,4.15,0,1,0,0,1
358,3.48,2.85,2.8,2.7,4.15,0,1,0,0,1
359,3.15,1.9,4.15,4,3.55,0,0,1,1,0
360,3.15,1.93,4.15,4,3.55,0,0,1,1,0
361,3.15,1.9,4.16,4,3.55,0,0,1,1,0
362,3.15,1.9,4.16,4,3.55,0,0,1,1,0
363,3.15,1.93,4.15,4,3.55,0,0,1,1,0
364,3.15,1.92,4.15,4,3.55,0,0,1,1,0
365,3.16,1.9,4.15,4,3.55,0,0,1,1,0
366,3.17,1.9,4.15,4,3.55,0,0,1,1,0
367,3.19,1.9,4.15,4,3.55,0,0,1,1,0
368,3.15,1.9,4.15,4,3.6,0,0,1,1,0
369,3.19,1.9,4.15,4,3.55,0,0,1,1,0
370,3.15,1.9,4.15,4.05,3.55,0,0,1,1,0
371,3.15,1.9,4.17,4,3.55,0,0,1,1,0
372,3.15,1.9,4.2,4,3.55,0,0,1,1,0
373,3.15,1.91,4.15,4,3.55,0,0,1,1,0
374,3.17,1.9,4.15,4,3.55,0,0,1,1,0
375,3.15,1.9,4.18,4,3.55,0,0,1,1,0
376,3.15,1.92,4.15,4,3.55,0,0,1,1,0
377,3.15,1.9,4.19,4,3.55,0,0,1,1,0
378,3.19,1.9,4.15,4,3.55,0,0,1,1,0
379,3.15,1.9,4.15,4.01,3.55,0,0,1,1,0
380,3.15,1.9,4.15,4.03,3.55,0,0,1,1,0
381,3.15,1.92,4.15,4,3.55,0,0,1,1,0
382,3.15,1.9,4.15,4,3.58,0,0,1,1,0
383,3.15,1.9,4.15,4,3.58,0,0,1,1,0
384,3.15,1.91,4.15,4,3.55,0,0,1,1,0
385,3.15,1.9,4.15,4,3.57,0,0,1,1,0
386,3.15,1.9,4.15,4.03,3.55,0,0,1,1,0
387,3.19,1.9,4.15,4,3.55,0,0,1,1,0
388,3.15,1.94,4.15,4,3.55,0,0,1,1,0
389,3.15,1.9,4.2,4,3.55,0,0,1,1,0
390,3.15,1.95,4.15,4,3.55,0,0,1,1,0
391,3.15,1.9,4.15,4,3.58,0,0,1,1,0
392,3.15,1.9,4.17,4,3.55,0,0,1,1,0
393,3.15,1.93,4.15,4,3.55,0,0,1,1,0
394,3.15,1.92,4.15,4,3.55,0,0,1,1,0
395,3.16,1.9,4.15,4,3.55,0,0,1,1,0
396,4.15,3.1,3.2,3.6,3.8,1,1,0,1,1
397,4.15,3.1,3.22,3.6,3.8,1,1,0,1,1
398,4.15,3.1,3.24,3.6,3.8,1,1,0,1,1
399,4.15,3.12,3.2,3.6,3.8,1,1,0,1,1
400,4.17,3.1,3.2,3.6,3.8,1,1,0,1,1
401,4.15,3.1,3.24,3.6,3.8,1,1,0,1,1
402,4.18,3.1,3.2,3.6,3.8,1,1,0,1,1
403,4.15,3.1,3.2,3.62,3.8,1,1,0,1,1
404,4.19,3.1,3.2,3.6,3.8,1,1,0,1,1
405,4.15,3.1,3.22,3.6,3.8,1,1,0,1,1
406,3.65,3.15,3.45,2.35,4.5,1,1,0,0,1
407,3.65,3.15,3.45,2.35,4.54,1,1,0,0,1
408,3.65,3.18,3.45,2.35,4.5,1,1,0,0,1
409,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
410,3.65,3.15,3.45,2.35,4.54,1,1,0,0,1
411,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
412,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
413,3.65,3.15,3.5,2.35,4.5,1,1,0,0,1
414,3.69,3.15,3.45,2.35,4.5,1,1,0,0,1
415,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
416,3.65,3.16,3.45,2.35,4.5,1,1,0,0,1
417,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
418,3.65,3.15,3.45,2.36,4.5,1,1,0,0,1
419,3.65,3.15,3.45,2.35,4.53,1,1,0,0,1
420,3.65,3.15,3.48,2.35,4.5,1,1,0,0,1
421,3.65,3.15,3.45,2.36,4.5,1,1,0,0,1
422,3.65,3.15,3.45,2.35,4.51,1,1,0,0,1
423,3.65,3.18,3.45,2.35,4.5,1,1,0,0,1
424,3.65,3.15,3.45,2.37,4.5,1,1,0,0,1
425,3.65,3.15,3.45,2.35,4.52,1,1,0,0,1
426,3.65,3.15,3.45,2.39,4.5,1,1,0,0,1
427,3.68,3.15,3.45,2.35,4.5,1,1,0,0,1
428,3.65,3.15,3.45,2.38,4.5,1,1,0,0,1
429,3.7,3.15,3.45,2.35,4.5,1,1,0,0,1
430,3.65,3.15,3.45,2.36,4.5,1,1,0,0,1
431,3.65,3.15,3.45,2.35,4.54,1,1,0,0,1
432,3.65,3.15,3.49,2.35,4.5,1,1,0,0,1
433,3.65,3.15,3.45,2.35,4.53,1,1,0,0,1
434,3.65,3.15,3.45,2.38,4.5,1,1,0,0,1
435,3.65,3.2,3.45,2.35,4.5,1,1,0,0,1
436,3.65,3.15,3.45,2.35,4.53,1,1,0,0,1
437,3.65,3.15,3.45,2.36,4.5,1,1,0,0,1
438,3.65,3.18,3.45,2.35,4.5,1,1,0,0,1
439,3.65,3.15,3.49,2.35,4.5,1,1,0,0,1
440,3.67,3.15,3.45,2.35,4.5,1,1,0,0,1
441,3.65,3.15,3.45,2.4,4.5,1,1,0,0,1
442,3.69,3.15,3.45,2.35,4.5,1,1,0,0,1
443,3.66,3.15,3.45,2.35,4.5,1,1,0,0,1
444,3.69,3.15,3.45,2.35,4.5,1,1,0,0,1
445,3.66,3.15,3.45,2.35,4.5,1,1,0,0,1
446,3.65,3.15,3.45,2.39,4.5,1,1,0,0,1
447,3.65,3.16,3.45,2.35,4.5,1,1,0,0,1
448,3.65,3.17,3.45,2.35,4.5,1,1,0,0,1
449,3.75,3.25,4.5,5,4,1,1,1,1,1
